Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million,sub-region
"Palestine, State of",7/1/2018 0:00,-10357,-6230,-1048,-11097,-16867,-3384,-1590,-7291,0,Western Asia
Hungary,8/1/2018 0:00,-702,96315,-4724,-3135,12855,37064,16961,197947,0,Eastern Europe
Uganda,8/1/2018 0:00,8492,-14944,13668,-278,-419,427,5144,55403,0,Sub-Saharan Africa
Indonesia,8/1/2018 0:00,-71581,-340855,239123,-2142,-66865,-70133,-47395,-316535,0,South-eastern Asia
Spain,2/1/2020 0:00,-35640,-206885,-248795,542697,98,607515,789810,1492662,0,Southern Europe
Greece,8/1/2018 0:00,-11491,-32526,29161,56554,-5636,-117401,-12270,-50296,0,Southern Europe
Namibia,8/1/2018 0:00,-4233,-8621,61453,-1917,19812,1661,-728,110740,0,Sub-Saharan Africa
Armenia,8/1/2018 0:00,-2724,-8073,1774,688,890,-1995,351,34224,0,Western Asia
Austria,8/1/2018 0:00,28771,-18379,-23805,-84952,-10813,15571,-23294,-73588,0,Western Europe
"Taiwan, Province of China",8/1/2018 0:00,-51562,-93231,50949,-68945,-49,-124833,-14308,-258666,0,Eastern Asia
Sweden,2/1/2020 0:00,-50756,12812,-33965,-76333,228,-75128,-66700,-245980,0,Northern Europe
Philippines,8/1/2018 0:00,-101737,-273316,-9542,203151,37,-108380,-11470,-257944,0,South-eastern Asia
Switzerland,2/1/2020 0:00,12688,-28978,-45277,-96157,-7129,-41515,-72772,-235278,0,Western Europe
Belize,8/1/2018 0:00,-1230,-105,2206,3134,-201,-169,115,47063,0,Latin America and the Caribbean
Dominican Republic,8/1/2018 0:00,-22753,-39952,-10096,21647,1879,-19802,1987,-23777,0,Latin America and the Caribbean
Croatia,8/1/2018 0:00,-20789,16852,950,-16775,14661,-33946,-7316,-3050,0,Southern Europe
Niger,8/1/2018 0:00,-2675,-28906,-314,-192,3030,-492,1376,15140,0,Sub-Saharan Africa
Switzerland,8/1/2018 0:00,2224,-9131,-46674,-102081,-6083,-52765,-23838,-195035,0,Western Europe
Thailand,2/1/2020 0:00,-51707,133776,-81234,48190,49272,83035,-13134,212060,0,South-eastern Asia
Slovakia,8/1/2018 0:00,-6847,33028,-3993,-22429,8516,-40711,-12451,-1574,0,Eastern Europe
Latvia,8/1/2018 0:00,9758,-5282,-2181,-10638,3218,-7678,-2909,27601,0,Northern Europe
Togo,2/1/2020 0:00,48,-3486,-3618,12,-22,-809,-134,35853,0,Sub-Saharan Africa
"Korea, Republic of",8/1/2018 0:00,-77645,-245380,-237842,-103810,-3791,-465833,-44636,-1135624,0,Eastern Asia
Burundi,8/1/2018 0:00,-64,-6655,-228,54,-6,-1,-1020,35393,0,Sub-Saharan Africa
Japan,8/1/2018 0:00,-140155,-509553,-905245,-277155,-12906,-934328,-190021,-2926050,0,Eastern Asia
Turkey,2/1/2020 0:00,46241,-259635,74032,272264,-39210,46355,82404,266313,0,Western Asia
Colombia,8/1/2018 0:00,-9497,-137548,-3793,81472,-1332,-15895,-9660,-52940,0,Latin America and the Caribbean
Uganda,2/1/2020 0:00,3164,-5222,10165,112,-350,-76,2303,53958,0,Sub-Saharan Africa
Cyprus,8/1/2018 0:00,8677,-9071,-1704,-5120,-7,-8221,-602,27265,0,Western Asia
Guyana,8/1/2018 0:00,-4822,6164,5106,224,127,-35,-1465,48612,0,Latin America and the Caribbean
Bulgaria,8/1/2018 0:00,-7155,182786,-4744,-6236,781,-18062,1623,192306,0,Eastern Europe
United Kingdom of Great Britain and Northern Ireland,2/1/2020 0:00,-102718,-67792,-75125,-478670,22069,-218866,-352213,-1229453,0,Northern Europe
Cambodia,8/1/2018 0:00,-1921,29329,-201,1396,-705,-771,-429,70011,0,South-eastern Asia
Eswatini,8/1/2018 0:00,-2052,-5313,-229,2005,-295,-1070,-850,35509,0,Sub-Saharan Africa
Slovenia,8/1/2018 0:00,-1885,-3429,-6683,-12917,5494,-6808,-5602,11483,0,Southern Europe
Uruguay,2/1/2020 0:00,32410,44310,5414,-2915,-104,127635,-1027,249585,0,Latin America and the Caribbean
Saint Vincent and the Grenadines,8/1/2018 0:00,-465,-2222,34,104,12,-987,-10,39779,0,Latin America and the Caribbean
Togo,8/1/2018 0:00,-635,-6321,-2650,577,76,-1245,24,33139,0,Sub-Saharan Africa
Benin,8/1/2018 0:00,-895,-56766,-11402,6569,-142,-9349,-94,-28766,0,Sub-Saharan Africa
Zambia,8/1/2018 0:00,-2206,1110,-7461,-1502,-370,-349,162,32697,0,Sub-Saharan Africa
Congo,8/1/2018 0:00,-1232,-8709,-6796,-117,-41,-13391,-939,12088,0,Sub-Saharan Africa
Zambia,2/1/2020 0:00,288,-1365,-6634,-1415,328,-236,-1588,33240,0,Sub-Saharan Africa
Kazakhstan,8/1/2018 0:00,-15550,84473,-426,-29572,1406,-16772,2503,69375,0,Central Asia
Sweden,8/1/2018 0:00,-75356,-1229,-45362,-86856,-1648,-82888,-44462,-294488,0,Northern Europe
Cabo Verde,8/1/2018 0:00,-2236,-4493,1263,-1121,-3,-1630,-1071,34022,0,Sub-Saharan Africa
Luxembourg,8/1/2018 0:00,7625,-1131,-6780,-12784,1398,-10175,-6430,15036,0,Western Europe
Seychelles,8/1/2018 0:00,-2808,-1696,-2763,-895,197,-1776,-991,32581,0,Sub-Saharan Africa
Singapore,8/1/2018 0:00,-69380,-26692,-43879,-48966,-18417,-75796,-43503,-283320,0,South-eastern Asia
Estonia,8/1/2018 0:00,10663,-784,121,-13414,2588,-6660,-4279,31548,0,Northern Europe
Curaçao,8/1/2018 0:00,-2348,-742,-635,-1536,-27,-4373,-1489,32163,0,Latin America and the Caribbean
Malta,8/1/2018 0:00,-4455,-2493,-24815,-2960,-14,-6756,-1975,-155,0,Southern Europe
Fiji,8/1/2018 0:00,-5481,-11281,7902,-1103,-201,-4690,-1586,26873,0,Melanesia
Argentina,3/1/2020 0:00,74344,938280,132240,51119,-1291,248888,48164,1535635,0,Latin America and the Caribbean
Mozambique,8/1/2018 0:00,-2843,-38764,-66,1778,-622,-2492,-2082,-1778,0,Sub-Saharan Africa
Armenia,3/1/2020 0:00,-4354,-3465,677,-3008,126,-7200,4178,30845,0,Western Asia
Aruba,8/1/2018 0:00,-2855,-500,-2279,-1565,-48,-5193,-1846,29027,0,Latin America and the Caribbean
Australia,3/1/2020 0:00,70398,305734,-16425,108219,103615,888924,81552,1585908,0,Australia and New Zealand
Macao,8/1/2018 0:00,-6315,-2747,-14286,-5449,-2720,-14254,-4589,-7047,0,Eastern Asia
Austria,3/1/2020 0:00,42361,10423,-18550,-78962,-7432,28337,-52617,-32549,0,Western Europe
Finland,8/1/2018 0:00,-1437,6516,-27745,-45351,-533,-13840,-22742,-61819,0,Northern Europe
Mauritius,8/1/2018 0:00,-11824,-7788,-7196,-3052,-72,-5709,-1555,6117,0,Sub-Saharan Africa
Maldives,8/1/2018 0:00,-5919,-1958,3508,-4490,-55,-5755,-4152,24492,0,Southern Asia
Bahrain,3/1/2020 0:00,-6413,-15238,-2700,-12844,-966,-20089,-8172,-22531,0,Western Asia
Bahrain,8/1/2018 0:00,-9605,-5986,1530,-11747,-3660,-16868,-9927,-12950,0,Western Asia
Hong Kong,8/1/2018 0:00,-123721,-23087,-223033,-132795,-54791,-311299,-61685,-887098,0,Eastern Asia
Barbados,3/1/2020 0:00,-2767,-2276,-1500,-1867,134,-4077,-1559,29979,0,Latin America and the Caribbean
"Tanzania, United Republic of",8/1/2018 0:00,-1110,-352,11895,4229,393,289,5411,64068,0,Sub-Saharan Africa
Belgium,3/1/2020 0:00,33608,-151672,-61113,-88640,15165,144948,21079,-42734,0,Western Europe
Brunei Darussalam,8/1/2018 0:00,-3345,-3497,-2561,-3916,-1562,-1651,-2220,24561,0,South-eastern Asia
Belize,3/1/2020 0:00,-1338,-23,1266,4613,-60,-154,2975,51170,0,Latin America and the Caribbean
Honduras,8/1/2018 0:00,-1879,-18960,40183,14730,-1633,-6898,5423,74279,0,Latin America and the Caribbean
Benin,3/1/2020 0:00,-729,-14390,-11968,-3,-50,-6622,-128,10001,0,Sub-Saharan Africa
United Arab Emirates,8/1/2018 0:00,-71983,-54556,-30182,-58190,-7632,-127992,-50029,-357251,0,Western Asia
Antigua and Barbuda,8/1/2018 0:00,-806,-167,-236,-470,-32,-1279,-776,39547,0,Latin America and the Caribbean
Saint Lucia,8/1/2018 0:00,-1358,-245,-403,666,5,-2304,-820,38854,0,Latin America and the Caribbean
Bosnia and Herzegovina,3/1/2020 0:00,-2144,-14714,-655,-6849,-2053,-9030,-4430,4016,0,Southern Europe
Bermuda,8/1/2018 0:00,-1167,-90,-1487,-1772,-69,-1659,-1262,35807,0,Northern America
Brazil,3/1/2020 0:00,-13855,-70370,-112601,16038,31061,1248666,-44375,1098455,0,Latin America and the Caribbean
India,8/1/2018 0:00,29545,563223,506289,-284349,3219,363590,-15198,1209632,0,Southern Asia
Côte d'Ivoire,8/1/2018 0:00,-5575,-100809,-40394,65561,-461,-6354,-6852,-51571,0,Sub-Saharan Africa
Bulgaria,3/1/2020 0:00,-5291,117293,-4959,-12671,565,-31368,-13250,94210,0,Eastern Europe
Mexico,8/1/2018 0:00,-112972,-451161,18328,369134,29946,-188021,301831,10398,0,Latin America and the Caribbean
Burkina Faso,3/1/2020 0:00,-2050,-7140,-1992,18598,-4,-8,-55,51240,0,Sub-Saharan Africa
Dominica,8/1/2018 0:00,-808,-51,-109,41,-10,-763,-41,41572,0,Latin America and the Caribbean
Guatemala,8/1/2018 0:00,-19316,-35351,5194,100212,-1286,-16987,22375,98154,0,Latin America and the Caribbean
Cambodia,3/1/2020 0:00,-4240,49764,-434,14020,-4580,-1267,252,97406,0,South-eastern Asia
"Palestine, State of",8/1/2018 0:00,-8529,-6529,-1223,-16298,-17893,-4710,-515,-12384,0,Western Asia
Canada,3/1/2020 0:00,-13507,453508,76145,-396075,108602,308569,64170,645303,0,Northern America
France,9/1/2018 0:00,180827,383175,-320052,-292107,189963,-125076,-60056,18,0,Western Europe
Spain,9/1/2018 0:00,-71997,-281681,-296721,296807,-2150,378490,230157,296249,0,Southern Europe
Brazil,9/1/2018 0:00,-20577,449041,-56695,36771,105646,1261138,-10564,1808104,0,Latin America and the Caribbean
Canada,9/1/2018 0:00,-25245,505173,151876,-280877,69663,273644,245707,983285,0,Northern America
Chile,3/1/2020 0:00,-19395,-60795,479858,556732,268,-34431,818,966946,0,Latin America and the Caribbean
Denmark,9/1/2018 0:00,165970,-27940,51909,-79339,87248,205443,-32881,413754,0,Northern Europe
China,3/1/2020 0:00,-481124,-382210,-181930,-453741,-7196,-3066108,641932,-3886486,6,Eastern Asia
China,9/1/2018 0:00,-299185,-316657,-54688,-248992,-12424,-846534,769604,-965532,0,Eastern Asia
Colombia,3/1/2020 0:00,-16593,-132343,-14764,70750,16367,-17386,-8799,-58877,0,Latin America and the Caribbean
United States of America,9/1/2018 0:00,155119,1327574,-835789,-146491,-123905,720110,-443196,696766,0,Northern America
Netherlands,9/1/2018 0:00,410408,-213181,102483,-17508,77624,424559,492348,1320077,0,Western Europe
Congo,3/1/2020 0:00,-1505,-6849,-9228,-183,-35,-16209,-977,8905,0,Sub-Saharan Africa
New Zealand,9/1/2018 0:00,477762,-22618,108116,199004,11020,220460,9516,1046604,0,Australia and New Zealand
Costa Rica,3/1/2020 0:00,8504,-24173,-5592,218228,403,338,8101,249700,0,Latin America and the Caribbean
Australia,9/1/2018 0:00,76229,262383,-531,67105,93524,842373,49135,1433562,0,Australia and New Zealand
Morocco,9/1/2018 0:00,-11223,-70169,86463,2332,-8114,-3496,52720,91857,0,Northern Africa
Croatia,3/1/2020 0:00,-21018,8241,2007,-20166,5825,-34033,-16463,-31716,0,Southern Europe
Turkey,9/1/2018 0:00,53204,-108018,55545,294170,-205321,26986,63269,223179,0,Western Asia
Argentina,9/1/2018 0:00,88820,441428,197347,18429,923,211825,38069,1040185,0,Latin America and the Caribbean
Cyprus,3/1/2020 0:00,20001,-11772,-3850,-1388,7,-7844,612,39657,0,Western Asia
Norway,9/1/2018 0:00,-6422,-19000,864461,-50150,-909,-7458,-26945,796921,0,Northern Europe
Russian Federation,9/1/2018 0:00,-162101,1016895,340304,-290106,-15799,-131493,-13400,787644,0,Eastern Europe
Thailand,9/1/2018 0:00,-11865,411533,-125586,138563,19393,76718,26346,578446,0,South-eastern Asia
Denmark,3/1/2020 0:00,152617,7561,41338,-65272,169152,285072,-33630,600729,0,Northern Europe
Ireland,9/1/2018 0:00,197498,-56060,23142,-42520,16341,269586,-22421,428910,0,Northern Europe
Italy,9/1/2018 0:00,-68457,-222627,-384685,115807,-157479,-211614,-58882,-944593,0,Southern Europe
Lithuania,9/1/2018 0:00,26188,25667,-10704,-8975,3321,-56,6160,84945,0,Northern Europe
Dominican Republic,3/1/2020 0:00,-28288,-35169,-20324,26490,600,-25814,11,-38603,0,Latin America and the Caribbean
South Africa,9/1/2018 0:00,8472,-17196,14164,368681,-10180,-42369,5739,370655,0,Sub-Saharan Africa
Ecuador,3/1/2020 0:00,-786,-47085,324891,355840,-1749,-1494,19187,692695,0,Latin America and the Caribbean
Poland,9/1/2018 0:00,132561,81474,-49717,-71872,-43111,321213,95144,509036,0,Eastern Europe
Costa Rica,9/1/2018 0:00,8574,-14634,3972,153629,-191,1587,8520,204801,0,Latin America and the Caribbean
El Salvador,3/1/2020 0:00,-16760,-19003,501,-8402,203,-19869,-11436,-30875,0,Latin America and the Caribbean
Romania,9/1/2018 0:00,-31176,284328,-15971,-35501,10653,-65993,-7863,181821,0,Eastern Europe
Israel,9/1/2018 0:00,-6613,-62407,-38543,20579,-13175,-48855,-1825,-107495,0,Western Asia
United Kingdom of Great Britain and Northern Ireland,9/1/2018 0:00,-149850,-141731,-35300,-445151,27897,-300850,-253013,-1254654,0,Northern Europe
Estonia,3/1/2020 0:00,12789,914,-324,-9251,996,-6248,-4362,38405,0,Northern Europe
Madagascar,9/1/2018 0:00,-2102,-15470,5543,770,-91,-13,3042,35023,0,Sub-Saharan Africa
Eswatini,3/1/2020 0:00,-2511,-6392,-342,277,-15,-514,-1256,33138,0,Sub-Saharan Africa
Paraguay,9/1/2018 0:00,-2327,39461,-298,-127,-1151,89980,-901,167981,0,Latin America and the Caribbean
Ethiopia,3/1/2020 0:00,-1183,-99391,-29,-1462,1543,5987,32605,-18039,0,Sub-Saharan Africa
Ethiopia,9/1/2018 0:00,-819,-63508,-88,549,1955,6832,36982,25247,0,Sub-Saharan Africa
Chile,9/1/2018 0:00,-12181,-63809,370617,246161,-3582,-34446,-4779,541325,0,Latin America and the Caribbean
Serbia,9/1/2018 0:00,1865,39061,-3335,22158,-1721,-870,10709,111211,0,Southern Europe
Fiji,3/1/2020 0:00,-3298,-6280,2672,-835,-61,-3277,-1243,31569,0,Melanesia
Kenya,9/1/2018 0:00,-7475,-48427,-162,19542,207,4573,17263,28865,0,Sub-Saharan Africa
Finland,3/1/2020 0:00,9722,5818,-19857,-54287,83,-2704,-24347,-41681,1,Northern Europe
Ecuador,9/1/2018 0:00,-845,-18449,267083,252404,-2254,-446,12658,553495,0,Latin America and the Caribbean
France,3/1/2020 0:00,299458,893922,-301611,-366701,170380,-61053,-53219,625067,2,Western Europe
Germany,9/1/2018 0:00,60664,-165775,-241059,-704278,17,80124,-376759,-1303722,0,Western Europe
Portugal,9/1/2018 0:00,-15478,-72506,-70230,-18993,1981,-85973,-4742,-222597,0,Southern Europe
Czechia,9/1/2018 0:00,3334,40327,-6196,-44449,29564,-87499,-31369,-52944,0,Eastern Europe
Georgia,3/1/2020 0:00,-7783,-13209,-2804,755,544,-10052,-3547,7795,0,Western Asia
Peru,9/1/2018 0:00,3802,-127617,50142,212887,-730,-13029,71525,240324,0,Latin America and the Caribbean
Germany,3/1/2020 0:00,113160,120623,-262002,-865054,-74680,137252,-663708,-1450518,1,Western Europe
Belgium,9/1/2018 0:00,5784,-116838,-72004,-65295,1117,161410,20955,-21527,0,Western Europe
Bolivia (Plurinational State of),9/1/2018 0:00,-1313,6378,-892,14426,-724,601,2371,64191,0,Latin America and the Caribbean
Greece,3/1/2020 0:00,4291,-12806,8758,56893,-4990,-94798,-900,339,0,Southern Europe
Uruguay,9/1/2018 0:00,54760,27446,11891,3219,-579,133547,-976,272652,0,Latin America and the Caribbean
Georgia,9/1/2018 0:00,-5556,-15596,-3079,4479,2784,-5381,-1362,19633,0,Western Asia
Burkina Faso,9/1/2018 0:00,-1794,-15565,-1156,2761,67,-13,-205,27439,0,Sub-Saharan Africa
Senegal,9/1/2018 0:00,-7560,-41059,31376,-1340,-12,-865,-7711,16173,0,Sub-Saharan Africa
Barbados,9/1/2018 0:00,-2103,-2208,-1036,-1337,99,-1050,-1341,34368,0,Latin America and the Caribbean
Guyana,3/1/2020 0:00,-5130,24446,7167,408,-2,-97,-1408,69275,0,Latin America and the Caribbean
Pakistan,9/1/2018 0:00,-1007,132342,36995,-2096,-38,14407,-58669,165278,0,Southern Asia
Malaysia,9/1/2018 0:00,-12785,-121803,-26328,-40044,8555,-78148,-54153,-281362,0,South-eastern Asia
Nicaragua,9/1/2018 0:00,9803,-4443,24449,5236,-33,39914,7481,125751,0,Latin America and the Caribbean
Iceland,9/1/2018 0:00,-31,-1331,146499,-4923,346,452,-2796,181560,0,Northern Europe
Kyrgyzstan,9/1/2018 0:00,1205,-1244,-342,-2284,375,-1966,5457,44545,0,Central Asia
Hungary,3/1/2020 0:00,-601,187944,-3537,-25453,6172,14175,-21708,200883,0,Eastern Europe
Bosnia and Herzegovina,9/1/2018 0:00,-4240,-9034,-225,-1398,-2789,-14379,-1507,9772,0,Southern Europe
Iceland,3/1/2020 0:00,-76,-2446,191578,-5524,421,-1144,-3277,223423,0,Northern Europe
Jordan,9/1/2018 0:00,-15594,-41527,-5025,-7708,-8878,-18366,29967,-23787,0,Western Asia
Malawi,9/1/2018 0:00,-1501,-468,-198,1384,-93,-14,690,43144,0,Sub-Saharan Africa
Indonesia,3/1/2020 0:00,-71400,-339901,253291,-359,-30682,-46673,-46348,-238181,0,South-eastern Asia
El Salvador,9/1/2018 0:00,-10974,-16512,-1709,-8287,187,-12778,-8382,-15111,0,Latin America and the Caribbean
Hungary,9/1/2018 0:00,1084,86089,-3562,-10494,8294,45346,10787,180888,0,Eastern Europe
Uganda,9/1/2018 0:00,5179,-13950,12825,-14,-497,190,2288,49365,0,Sub-Saharan Africa
Namibia,9/1/2018 0:00,-3992,-2828,46829,-1648,15722,455,-359,97523,0,Sub-Saharan Africa
Ireland,3/1/2020 0:00,142366,-38495,33964,-40062,-14585,250583,-19689,357973,0,Northern Europe
Greece,9/1/2018 0:00,-31141,-39987,27334,53992,-6677,-109306,-17659,-80100,0,Southern Europe
Israel,3/1/2020 0:00,-20829,-84592,-38081,52826,-12775,-79802,38212,-101150,0,Western Asia
Indonesia,9/1/2018 0:00,-43988,-359447,248917,-35568,-43056,-61972,-46314,-298084,0,South-eastern Asia
Italy,3/1/2020 0:00,5404,-185239,-288067,-41586,-142315,-204636,43123,-769425,28,Southern Europe
Armenia,9/1/2018 0:00,-2193,-12278,1509,675,-315,-3346,45,27441,0,Western Asia
Austria,9/1/2018 0:00,29523,-4093,-21820,-71710,-10022,21103,-24849,-38524,0,Western Europe
Japan,3/1/2020 0:00,-168994,-581490,-646085,-266599,-9844,-839169,-218580,-2686870,2,Eastern Asia
"Taiwan, Province of China",9/1/2018 0:00,-40327,-112821,38635,-70992,-119,-138448,-28798,-309526,0,Eastern Asia
Jordan,3/1/2020 0:00,-18034,-26797,-3308,-31493,3053,-28402,2216,-58874,0,Western Asia
Belize,9/1/2018 0:00,-1397,-10,1544,3551,3,-91,306,47250,0,Latin America and the Caribbean
Kazakhstan,3/1/2020 0:00,-24911,133007,-3888,-21756,-2241,-18729,-4625,100748,0,Central Asia
Philippines,9/1/2018 0:00,-69746,-363648,-13357,214663,-189,-110914,-16912,-316759,0,South-eastern Asia
Kenya,3/1/2020 0:00,-5956,-63714,1738,17873,-254,6792,34223,34593,0,Sub-Saharan Africa
Dominican Republic,9/1/2018 0:00,-18142,-35209,-6140,22356,603,-17052,4642,-5598,0,Latin America and the Caribbean
Croatia,9/1/2018 0:00,-17151,16293,3768,-11862,7127,-26518,-7670,7331,0,Southern Europe
Niger,9/1/2018 0:00,-1331,-12501,-384,-146,2291,-180,2567,33660,0,Sub-Saharan Africa
Switzerland,9/1/2018 0:00,12799,-26767,-47976,-91345,-2626,-52950,-27579,-193100,0,Western Europe
Kyrgyzstan,3/1/2020 0:00,2155,-4311,86,1922,555,-3242,4601,45657,0,Central Asia
Slovakia,9/1/2018 0:00,-10311,21938,-4594,-19527,9164,-42837,-15995,-18818,0,Eastern Europe
Latvia,9/1/2018 0:00,12017,29415,-2967,-6801,3423,-7041,-5492,65898,0,Northern Europe
Latvia,3/1/2020 0:00,6805,52377,-12414,-10578,5558,-9778,-9174,66687,0,Northern Europe
"Korea, Republic of",9/1/2018 0:00,-57112,-219728,-283766,-71559,-6372,-416175,-48762,-1060130,0,Eastern Asia
Nigeria,9/1/2018 0:00,-33616,-106027,-50556,8067,-27,14,-1650,-140451,0,Sub-Saharan Africa
Lesotho,3/1/2020 0:00,-1859,-3373,297,-460,-457,-2800,-1184,34055,0,Sub-Saharan Africa
Burundi,9/1/2018 0:00,-26,-3578,-166,32,-3,-1,-349,39253,0,Sub-Saharan Africa
Japan,9/1/2018 0:00,-126776,-466338,-795515,-232776,-13513,-773196,-182995,-2547765,0,Eastern Asia
Colombia,9/1/2018 0:00,-4849,-113702,-6140,44823,-832,-16007,-8196,-61559,0,Latin America and the Caribbean
Cyprus,9/1/2018 0:00,8762,-13122,-2879,-5569,-149,-7090,-1844,21453,0,Western Asia
Lithuania,3/1/2020 0:00,22740,129594,-5818,-13466,-1012,-7520,-7077,161332,0,Northern Europe
Guyana,9/1/2018 0:00,-2869,3987,3951,510,166,-148,-1221,47720,0,Latin America and the Caribbean
Bulgaria,9/1/2018 0:00,-4857,125513,-6231,-3359,1700,-17152,-1491,137467,0,Eastern Europe
Cambodia,9/1/2018 0:00,-1743,36378,-140,1724,-283,-540,-183,78557,0,South-eastern Asia
Luxembourg,3/1/2020 0:00,1810,-4879,-6681,-18148,1665,-10976,-8152,-1470,0,Western Europe
Eswatini,9/1/2018 0:00,-1758,-21281,-242,742,-250,-810,-711,19034,0,Sub-Saharan Africa
Madagascar,3/1/2020 0:00,-1682,-6066,6993,-33,-47,-6,184,43234,0,Sub-Saharan Africa
Slovenia,9/1/2018 0:00,-1929,-2671,-5011,-8263,5793,-10493,-6614,14156,0,Southern Europe
Malawi,3/1/2020 0:00,-988,-1675,-415,3348,-108,-145,845,44753,0,Sub-Saharan Africa
Saint Vincent and the Grenadines,9/1/2018 0:00,-623,-2052,57,125,-13,-887,76,40027,0,Latin America and the Caribbean
Malaysia,3/1/2020 0:00,-49661,-164068,-26075,-60222,11429,-117645,-73006,-435357,0,South-eastern Asia
Togo,9/1/2018 0:00,-297,-5268,-4451,271,-5,-803,-20,32771,0,Sub-Saharan Africa
Maldives,3/1/2020 0:00,-5988,-2134,5899,-4743,-5,-6310,-4496,26114,0,Southern Asia
Benin,9/1/2018 0:00,-382,-42363,-7346,7804,-51,-5167,-208,-4369,0,Sub-Saharan Africa
Malta,3/1/2020 0:00,-4867,-3205,-489,-2920,-11,-4891,-1943,25565,0,Southern Europe
Zambia,9/1/2018 0:00,-2062,3297,-5645,-1377,-536,-475,726,37272,0,Sub-Saharan Africa
Mauritania,3/1/2020 0:00,-7884,-31742,44758,-1267,-1,-1390,-4963,41402,0,Sub-Saharan Africa
Mauritius,3/1/2020 0:00,-6516,-3598,-8757,-3085,-88,-4056,-3905,13886,0,Sub-Saharan Africa
Kazakhstan,9/1/2018 0:00,-13986,94987,-2252,-22744,1323,-9744,1997,92925,0,Central Asia
Sweden,9/1/2018 0:00,-67588,-22656,-38184,-69496,566,-74337,-45042,-273393,0,Northern Europe
Cabo Verde,9/1/2018 0:00,-2882,-2221,587,-857,-11,-2445,-1070,34445,0,Sub-Saharan Africa
Luxembourg,9/1/2018 0:00,7902,-1842,-7452,-12805,1827,-10703,-6940,13331,0,Western Europe
Seychelles,9/1/2018 0:00,-1459,-473,-10928,-572,127,-1507,-759,27773,0,Sub-Saharan Africa
Singapore,9/1/2018 0:00,-57685,-17488,-60874,-42166,-14848,-70676,-41371,-261764,0,South-eastern Asia
